Rank,Metals Industry,Number Of Employees,"Change In 
 Rank",Industry,Company Description,"Revenues
 ($millions)","Revenue 
 Change","Profits
 ($millions)","Profit 
 Change","Assets
 ($millions)","Market Value 
 As of 3/31/20 ($m)"
869.0,Catalent,12300.0,-4.0,Pharmaceutical Company,"It Is A Global Provider Of Delivery Technologies, Development, Drug Manufacturing, Biologics, Gene Therapies And Consumer Health Products.",2518.0,0.022,137.4,0.644,6184.0,8045.0
870.0,Itron,7300.0,16.0,Technology Company,Itron Is An American Technology Company That Offers Products And Services On Energy And Water Resource Management.,2503.0,0.053,49.0,-,2708.0,2242.0
871.0,M/i Homes,1401.0,36.0,Construction Company,M/i Homes Is One Of The Nation's Leading Homebuilders.,2500.0,0.094,127.6,0.185,2106.0,472.0
872.0,Cboe Global Markets,823.0,-69.0,Security & Commodity Exchanges,"Cboe Global Markets, Inc. Is A Holding Company That Provides Trading And Investment Solutions To Investors Around The World.",2496.0,-0.098,374.9,-0.121,5114.0,9856.0
873.0,Idex,7439.0,-11.0,Manufacturing Company,"It Is A Publicly Traded Company Engaged In The Development, Design, And Manufacture Of Fluidics Systems And Specialty Engineered Products.",2495.0,0.004,425.5,0.036,3814.0,10529.0
874.0,Belden,7000.0,-34.0,Electrical & Electronic Manufacturing,"Belden Incorporated Is An American Manufacturer Of Networking, Connectivity, And Cable Products.",2492.0,-0.036,-377.0,-3.343,3407.0,1640.0
875.0,Curtiss-wright,9100.0,1.0,Arms Industry Company,"Curtiss-wright Delivers Engineered, Critical Function Products And Services To The Commercial, Industrial, Defense, And Energy Markets.",2488.0,0.032,307.6,0.115,3764.0,3929.0
876.0,Cheesecake Factory,46250.0,20.0,Restaurant Company,The Cheesecake Factory Incorporated Is An American Restaurant Company And Distributor Of Cheesecakes Based In The United States. ,2483.0,0.064,127.3,0.285,2841.0,768.0
877.0,Genesis Energy,2177.0,-97.0,Electric Utilities,"The Company Owns And Operates Hydroelectric Generating Stations To Produce Electricity, As Well As Explores Natural Gas And Bottled Liquefied Petroleum Gas.",2481.0,-0.148,96.0,-,6598.0,481.0
878.0,Geo Group,22000.0,19.0,Real Estate Investment Trust,"The Company Offers Educational Programs, Vocational Training, And Rehabilitation Therapy Services.",2478.0,0.063,166.6,0.148,4318.0,1474.0
879.0,Patterson-uti Energy,5800.0,-170.0,Well Drilling,"The Company Conducts Drilling Operations, Uti Is Also Involved In Pressure Pumping, Oil And Gas Exploration And Production, And Drilling And Completion Fluids Services.",2471.0,-0.257,-425.7,-,4440.0,452.0
880.0,Werner Enterprises,12736.0,-13.0,Transportation Company,"Werner Enterprises, Inc. Is A Transportation Company That Primarily Hauls Truckload Shipments Of General Commodities In Both Interstate And Intrastate Commerce. The Company Operates In The Continental United States, As Well As In Canada And Mexico.",2464.0,0.002,166.9,-0.007,2144.0,2515.0
881.0,Ingersoll Rand,6600.0,-59.0,Industrial Manufacturer,"The Company Offers Compressed Air, Pumps, Heating, Ventilating, Air Conditioning, Temperature Control, And Fluid Handling Equipment. Ingersoll-rand Serves Customers Worlwide.",2452.0,-0.088,159.1,-0.409,4628.0,10306.0
882.0,Verso,3700.0,-58.0,Paper Mill Company,"Verso Corporation Is A Leading North American Producer Of Specialty And Graphic Papers, Packaging And Pulp.",2444.0,-0.089,96.0,-0.439,1721.0,397.0
883.0,Mueller Industries,4964.0,-28.0,Metals Company,"Mueller Industries, Inc. Is A World Leader In The Manufacture Of Products Supporting Piping Systems, Climate Control Systems, And Various Oem Applications.",2431.0,-0.031,101.0,-0.033,1371.0,1365.0
884.0,Nu Skin Enterprises,24900.0,-59.0,Consumer Staple Products,"The Company Distributes Personal Care Products And Nutritional Supplements. 
",2420.0,-0.097,173.6,0.424,1769.0,1214.0
885.0,Revlon,7100.0,-39.0,Cosmetics Company,"Revlon, Inc. Is An American Multinational Cosmetics, Skin Care, Fragrance, And Personal Care Company.",2420.0,-0.057,-157.7,-,2981.0,580.0
886.0,Arista Networks,2300.0,57.0,Tech Hardware & Semiconductors,"The Company Designs And Sells Multilayer Network Switches To Deliver Software-defined Networking Solutions For Large Datacenter, Cloud Computing, High-performance Computing, And High-frequency Trading Environments.",2411.0,0.121,859.9,1.621,4185.0,15491.0
887.0,Idexx Laboratories,9200.0,42.0,Healthcare Diagnostic Substances,"Idexx Laboratories, Inc. Is An American Multinational Corporation Engaged In The Development, Manufacture, And Distribution Of Products And Services For The Companion Animal Veterinary, Livestock And Poultry, Water Testing, And Dairy Markets.",2407.0,0.088,427.7,0.134,1833.0,20645.0
888.0,Align Technology,14530.0,107.0,Orthodontics Company,"Align Technology, Inc. Designs, Manufactures, And Markets The Invisalign System For Treating Malocclusion Or The Misalignment Of Teeth.",2407.0,0.224,442.8,0.106,2501.0,13699.0
889.0,Waters,7467.0,-14.0,Lab Equipment,"Waters Is The Leading Provider Of Lab Equipment, Supplies And Software For Scientists Across The World. Easily Research And Order Everything Your Lab Needs!",2407.0,-0.006,592.2,-0.003,2557.0,11316.0
890.0,Synovus Financial,5389.0,-,Financial Services,"The Company Offers Commercial, Retail Banking, And Investment Services. ",2407.0,0.481,563.8,0.316,48203.0,2586.0
891.0,Brightview Holdings,21978.0,-1.0,Commercial Company,"Brightview Holdings Serves Commercial, Education, Health Care, Residential, And Retail Sectors In The United States.",2405.0,0.022,44.4,-,2929.0,1160.0
892.0,Rev Group,8040.0,-9.0,Emergency And Recreational ,"Rev Group, Inc. Operates As A Designer, Manufacturer, And Distributor Of Specialty Vehicles And Related Aftermarket Parts And Services. ",2404.0,0.009,-12.3,-1.946,1347.0,264.0
893.0,Brown & Brown,10083.0,88.0,Insurance Company,"Brown & Brown, Inc. Is A Provider Of Insurance, Reinsurance Products And Federal Programs Services To General Business, Corporate, Governmental And Quasi-governmental, Institutional, Professional, Trade Association And Individual Clients. ",2392.0,0.188,398.5,0.158,7623.0,10269.0
894.0,Valvoline,7900.0,14.0,Chemical Manufacturing,"Valvoline Inc. Is An American Manufacturer And Distributor Of Valvoline-brand Automotive Oil, Additives, And Lubricants. ",2390.0,0.046,208.0,0.253,2064.0,2467.0
895.0,Knights Of Columbus,772.0,5.0,Financial Services,The Organization Provides Certain Financial Services To Affiliated Groups And Individuals.,2388.0,0.03,148.3,0.838,26861.0,-
896.0,Central Garden & Pet,5550.0,32.0,Consumer Staple Products,"The Company Offers Dogs And Cats Supplies Products, Including Edible Bones, Healthy Edible And Non-edible Chews, Pet Carriers, And Grooming Supplies, As Well As Products For Birds, Small Animals, And Specialty Pets, Including Food, Cages And Habitats, Toys, Chews, And Related Accessories.",2383.0,0.076,92.8,-0.249,2025.0,1441.0
897.0,Carpenter Technology,5100.0,43.0,Steel Industry Company,"Carpenter Technology Corporation Is A Leading Producer And Distributor Of Premium Specialty Alloys, Including Titanium Alloys, Powder Metals, Stainless Steels, Alloy Steels, And Tool Steels.",2380.0,0.103,167.0,-0.114,3188.0,932.0
898.0,Slm Corp,1900.0,-,Financial Services,"Slm Corporation, Commonly Known As Sallie Mae, Provides Education Funding, Originating And Servicing Of U.s. Government Guaranteed And Private Student Loans. ",2380.0,0.264,578.3,0.186,32687.0,3039.0
899.0,Kennametal,10395.0,-12.0, Metals,Kennametal Is An American Supplier Of Tooling And Industrial Materials.,2375.0,0.003,241.9,0.209,2656.0,1544.0
900.0,Lci Industries,10500.0,-36.0,Retail ,"Lci Industries Manufactures Recreational Vehicles And Equipment. The Company Offers Toolboxes, Truck Caps, Running Boards, Side-outs, Mattresses, Alignment Systems, Shock Absorber, Power Stabilizer Jacks, Baggage Doors, And Sliders.",2372.0,-0.042,146.5,-0.014,1863.0,1674.0
901.0,Trueblue,6200.0,-43.0,Staffing & Recruiting,"Trueblue Is A Leading Staffing, Recruiting And Workforce Management Company. ",2369.0,-0.052,63.1,-0.041,1136.0,493.0
902.0,Cimarex Energy,987.0,-7.0,Energy,"Cimarex Energy Co. Explores And Produces Crude Oil And Natural Gas In The United States. The Company Conducts Its Activities In The States Of Oklahoma, Kansas, Louisiana, And Texas.",2363.0,0.01,-124.6,-1.157,7140.0,1719.0
903.0,Splunk,5800.0,-,Software Company,"Splunk Inc. Produces Software For Searching, Monitoring, And Analyzing Machine-generated Big Data Via A Web-style Interface.",2359.0,0.308,-336.7,-,5440.0,20023.0
904.0,Siteone Landscape Supply,4416.0,51.0,Industrial Service,Siteone Landscape Supply Is The Largest And Only National Wholesale Distributor Of Landscaping Products In The United States And Canada.,2358.0,0.116,77.7,0.051,1443.0,3077.0
905.0,Hexcel,6977.0,27.0,Industrial Product,"Hexcel Corporation Develops, Manufactures, And Markets Reinforcement Products, Composite Materials, And Engineered Products. The Company's Products Are Used In The Commercial Aerospace, Space And Defense, Electronics, General Industrial, And Recreation Markets For A Variety Of End Products. Hexcel Operates Around The World.",2356.0,0.076,306.6,0.108,3129.0,3100.0
906.0,Fti Consulting,5567.0,72.0,Management Consulting Company,"Fti Consulting, Inc. Is An Independent Global Business Advisory Firm Dedicated To Helping Organizations Manage Change, Mitigate Risk And Resolve Disputes: Financial, Legal, Operational, Political & Regulatory, Reputational And Transactional.",2353.0,0.16,216.7,0.439,2783.0,4491.0
907.0,Party City Holdco,14350.0,-34.0,Retail Chain Company,"Party City Holdco Inc. Offers Its Products Through Company-owned Stores, Independent Party Supply Stores, Mass Merchants, Grocery Retailers, And Dollar Stores. ",2349.0,-0.032,-532.5,-5.32,3595.0,43.0
908.0,Ohio National Mutual,1109.0,-28.0,Insurance And Financial,"Ohio National Mutual Holdings, Inc. Operates As A Holding Company. The Company, Through Its Subsidiaries, Provides Annuities, Investment, Retirement, And Life Insurance Products And Services. ",2341.0,-0.02,-67.6,-1.931,40367.0,-
909.0,Patrick Industries,7500.0,8.0,Consumer Discretionary Products,"Patrick Industries, Inc. Manufactures And Distributes Building Products For The Manufactured Housing, Recreational Vehicle, Furniture Manufacturing, Marine, Automotive Aftermarket, And Other Industries. The Company Manufactures Vinyl And Paper Panels, Cabinet Doors, Countertops, Aluminum Extrusions, Drawer Sides, Pleated Shades, Wood Adhesives, And Laminating Machines.",2337.0,0.033,89.6,-0.253,1471.0,673.0
910.0,Cadence Design Systems,8078.0,38.0,"
software & Tech Services","Cadence Design Systems, Inc. Provides Software Technology, Design And Consulting Services And Technology. The Company Licenses Its Electronic Design Automation Software Technology And Provides A Variety Of Professional Services. Cadence's Design Realization Solutions Are Used To Design And Develop Complex Chips And Electronic Systems, Including Semiconductors.",2336.0,0.093,989.0,1.86,3357.0,18546.0
911.0,Cdk Global,9000.0,-,"
software & Tech Services","Cdk Global, Inc. Is A Provider Of Integrated Information Technology And Digital Marketing Solutions To The Automotive Retail Industry. The Company Integrates Workflow Processes From Pre-sale Targeted Advertising And Marketing Campaigns To The Sale, Financing, Insurance, Parts Supply, Repair, And Maintenance Of Vehicles.",2333.0,0.026,124.0,-0.674,2999.0,3991.0
912.0,Avalonbay Communities,3122.0,-3.0,Real Estate,"Avalonbay Communities, Inc. Is A Real Estate Investment Trust. The Company Develops, Redevelops, Acquires, Owns, And Operates Multifamily Communities In The United States",2325.0,0.018,786.0,-0.193,19121.0,20712.0
913.0,Wabash National,6900.0,2.0,Industrial Product,"Wabash National Corporation Designs, Manufactures, And Supplies Trailers. The Company Offers Dry Freight And Refrigerated Vans, Flatbed, Drop Deck, Dump Trailers, Truck Bodies, And Stainless Steel Vessels. Wabash National Serves Customers In North America.",2319.0,0.023,89.6,0.29,1305.0,382.0
914.0,Service Properties Trust,600.0,-10.0,Real Estate Investment Trust Company,"Service Properties Trust Operates As A Real Estate Investment Trust. The Company Invests In Properties, As Well As Provides Leasing And Management Services.",2316.0,0.009,259.8,0.399,9034.0,889.0
915.0,Maxim Integrated Products,7131.0,-52.0,Publicly Traded Company,"Maxim Integrated Is An American, Publicly Traded Company That Designs, Manufactures, And Sells Analog And Mixed-signal Integrated Circuits.",2314.0,-0.067,827.5,0.771,3744.0,13095.0
916.0,People's United Financial,6305.0,-,Banking,"People's United Financial, Inc. Is A Savings And Loan Holding Company. The Company Provides Commercial, Retail, And Business Banking, And Wealth Management Services To Individual, Corporate, And Municipal Customers.",2312.0,0.203,520.4,0.112,58590.0,4793.0
917.0,Bio-rad Laboratories,8120.0,-11.0,Biotechnology,"The Company Manufacturers And Distributes Life Science Research Products, Clinical Diagnostics, And Analytical Instrumentation. Bio-rad Laboratories Products And Systems Separate Complex Chemical And Biological Materials, As Well As Identify, Analyze, And Purify Their Components.",2312.0,0.01,1758.7,3.81,8009.0,10491.0
918.0,Option Care Health,5492.0,-,Health Care,"Option Care Health, Inc. Provides Infusion And Home Care Management Solutions. The Company Offers Products, Services, And Condition-specific Clinical Management Programs For Gastrointestinal Abnormalities, Infectious Diseases, Cancer, Organ And Blood Cell Transplants, Bleeding Disorders, And Heart Failures. Option Care Health Serves Patients In The United States.",2310.0,0.155,-75.9,-,2590.0,1673.0
919.0,Louisiana-pacific,4800.0,-125.0,Materials,"Louisiana-pacific Corporation Manufactures Building Materials And Engineered Wood Products In The United States, Canada, Chile, And Brazil. The Company's Products Are Used By Homebuilders And Light Commercial Builders. Louisiana Pacific Products Include Oriented Strand Board Sheathing, Flooring, Radiant Barrier Panels, Siding And Trim, I-joists, And Laminated Veneer Lumber.",2310.0,-0.183,-5.0,-1.013,1835.0,1925.0
920.0,Tegna,6883.0,10.0,Media,"Tegna Inc. Is A Broadcasting, Digital Media And Marketing Services Company. The Company Owns And Operates Television Stations, Delivering News And Informative Content. Tegna Also Provides Marketing Solutions And Services To Individuals And Businesses Of All Sizes. Its Stated Purpose Is To Serve The Greater Good Of Its Communities.",2300.0,0.042,286.2,-0.294,6954.0,2371.0
921.0,Teradyne,5400.0,39.0,Tech Hardware & Semiconductors,"Teradyne, Inc. Designs, Manufactures, Sells, And Supports Semiconductor Test Products And Services On A Worldwide Basis. The Company's Test Equipment Products And Services Include, Semiconductor Test Systems, Military, Aerospace Test Instrumentation, Circuit-board Test, Inspection Systems, Automotive Diagnostic, And Test Systems",2295.0,0.092,467.5,0.035,2787.0,9026.0
922.0,Arch Resources,3700.0,-53.0,Materials,"Arch Resources, Inc. Owns And Operates Coal Mines. The Company Produces Metallurgical Coals, And Supplies High-vol A Coking Coal, As Well As Specializes In Mining, Marketing, And Logistics. Arch Resources Serves Customers Worldwide.",2294.0,-0.064,233.8,-0.252,1868.0,438.0
923.0,Epam Systems,36739.0,-,Software Company,"Epam Systems, Inc. Offers Information Technology Services. The Company Provides Software Development, Outsourcing Services, E-business, Enterprise Relationship Management, And Content Management Solutions. Epam Systems Serves Customers In The United States.",2294.0,0.245,261.1,0.087,2244.0,10259.0
924.0,Wpx Energy,590.0,-43.0,Energy Sector,Wpx Energy Inc. Is An Independent Energy Producer With Core Acreage Positions In The Permian And Williston Basins. The Company Also Has A Midstream Presence In The Permian Basin. ,2292.0,-0.039,256.0,0.695,8413.0,1706.0
925.0,Contura Energy,4360.0,52.0,Mining Company,"Contura Energy, Inc. Provides Coal Mining Services. The Company Supplies Metallurgical And Thermal Coal To Generate Power. Contura Energy Serves Customers Globally",2291.0,0.127,-316.3,-2.057,2303.0,43.0
